POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",09/13/2021 12:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1750,E,130TH ST,434,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,9,41.659687315,-87.583621707,POINT (-87.583621706984 41.659687315045)
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/07/2020 10:19:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,3246,W,NORTH AVE,1422,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,1,6,41.910202458,-87.708596992,POINT (-87.708596991994 41.910202457983)
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",11/05/2021 10:00:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1,N,BESSIE COLEMAN DR,1654,2,NONINCAPACITATING INJURY,2,0,0,2,0,6,0,10,6,11,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",10/10/2015 10:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3603,W,PALMER ST,2525,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,10,41.920831463,-87.71702116,POINT (-87.717021159967 41.920831462995)
10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",08/09/2022 06:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,PARKING LOT B ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,3,8,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",12/04/2022 05:08:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,218,E,69TH ST,322,1,INCAPACITATING INJURY,1,0,1,0,0,0,0,5,1,12,41.769372325,-87.619395893,POINT (-87.619395892974 41.769372324993)
30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",02/17/2022 08:50:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,6164,N,HAMILTON AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,4,2,41.993713102,-87.68374645,POINT (-87.683746450032 41.993713102015)
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",03/17/2016 08:58:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,6252,S,AUSTIN AVE,812,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,5,3,41.7781217,-87.771650073,POINT (-87.771650073038 41.778121700016)
15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",11/03/2017 11:10:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6545,W,64TH PL,812,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,11,41.774769826,-87.785387142,POINT (-87.785387141971 41.774769826043)
15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",10/03/2015 10:45:00 AM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,,,
30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,OTHER NONCOLLISION,ONE-WAY,STRAIGHT ON GRADE,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",10/25/2016 09:45:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,7754,N,HERMITAGE AVE,2422,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,9,,,
45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",09/21/2021 12:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2199,E,HAYES DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,9,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/24/2018 05:28:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,4150,N,KIMBALL AVE,1723,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,1,6,41.957216712,-87.713164018,POINT (-87.713164017999 41.957216711963)
10,NO CONTROLS,NO CONTROLS,OTHER,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",06/01/2021 12:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,PARKING LOT A ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,5,,,
10,NO CONTROLS,NO CONTROLS,SNOW,DARKNESS,FIXED OBJECT,OTHER,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,02/12/2020 08:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,524,W,OHARE ST,1654,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,2,,,
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/04/2021 06:01:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,6,,,
30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",06/13/2019 11:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,9322,S,MARQUETTE AVE,423,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,6,41.72562524,-87.558202469,POINT (-87.558202468955 41.725625240032)
35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",11/27/2022 07:30:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,173,N,BESSIE COLEMAN DR,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,1,11,,,
40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",02/16/2023 01:40:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,850,W,OHARE ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,5,2,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/12/2017 07:38:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5500,N,HARLEM AVE,1613,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,12,,,
25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",11/30/2020 10:20:00 AM,DISREGARDING STOP SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4500,N,MANNHEIM RD,1654,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,7,11,,,
30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",04/24/2021 03:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,600,E,47TH ST,221,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,14,7,4,41.809572517,-87.611394621,POINT (-87.611394620986 41.809572516992)
30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",08/20/2021 04:47:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2400,E,71ST ST,334,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,8,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",12/31/2022 06:15:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,5915,S,ARTESIAN AVE,824,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,7,12,41.786058996,-87.684898209,POINT (-87.684898208954 41.786058996015)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/15/2018 02:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3319,S,LITUANICA AVE,913,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,12,41.834175771,-87.648463994,POINT (-87.648463994005 41.834175771004)
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",05/08/2019 05:30:00 AM,NOT APPLICABLE,NOT APPLICABLE,3,W,TERMINAL ST,1653,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,4,5,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",07/01/2022 05:16:00 AM,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,7,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",05/17/2019 01:15:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,10457,S,AVENUE H,432,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,5,5,41.704706411,-87.532721644,POINT (-87.532721643979 41.704706410981)
45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",01/26/2022 04:30:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,6258,S,LAKE SHORE DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,4,1,,,
30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",05/26/2017 04:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7955,S,RIDGELAND AVE,414,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,5,41.749924287,-87.581496302,POINT (-87.581496301953 41.749924286996)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",01/11/2018 04:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,400,S,LARAMIE AVE,1522,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,1,41.87479856,-87.755004029,POINT (-87.755004029038 41.874798560005)
25,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",02/24/2016 03:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6245,S,KEELER AVE,813,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,4,2,41.779043483,-87.727511336,POINT (-87.727511336031 41.779043483005)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",01/20/2018 11:25:00 AM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,5500,N,HARLEM AVE,1613,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,7,1,,,
25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"$501 - $1,500",02/08/2023 04:25:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2408,N,NARRAGANSETT AVE,2512,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,15,4,2,41.924029828,-87.785602036,POINT (-87.785602035995 41.924029828018)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",07/16/2016 04:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1700,S,KEDZIE AVE,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,7,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",07/08/2017 08:15:00 AM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,757,N,LECLAIRE AVE,1531,2,NONINCAPACITATING INJURY,4,0,0,4,0,0,0,7,7,7,41.894766278,-87.753001654,POINT (-87.753001653971 41.894766277994)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",07/20/2020 09:45:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2020,S,HOMAN AVE,1024,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,1,7,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",07/16/2019 12:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1580,N,MILWAUKEE AVE,1424,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,7,41.910132566,-87.677299472,POINT (-87.677299472027 41.910132566012)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",05/05/2018 03:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6312,N,BELL AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,5,41.996368003,-87.686317113,POINT (-87.686317112988 41.996368002969)
20,YIELD,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",06/06/2019 09:01:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,6,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",06/18/2017 04:38:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6630,S,NORMAL BLVD,722,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,1,6,41.773553081,-87.63697634,POINT (-87.63697634005 41.773553081039)
35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO SIDE,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/02/2022 05:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,7506,S,ABERDEEN ST,612,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,6,41.757390908,-87.65163643,POINT (-87.651636429959 41.757390907979)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",06/02/2019 04:30:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2602,E,126TH ST,433,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,1,6,,,
20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",02/24/2020 06:51:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,50,W,I190 EXPY,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,2,,,
40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",05/26/2021 12:05:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1542,N,LAKE SHORE DR SB,1814,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,4,5,41.910899808,-87.626150711,POINT (-87.626150710962 41.910899808009)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",09/24/2017 06:25:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,8300,S,STONY ISLAND AVE,412,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,18,1,9,41.744151639,-87.585945067,POINT (-87.585945066953 41.744151639042)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",01/01/2022 02:34:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,8658,S,WESTERN AVE,835,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,1,41.735617968,-87.682663369,POINT (-87.682663369002 41.735617967973)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",11/21/2017 05:20:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,5701,S,NORMAL BLVD,711,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.79075221,-87.637615987,POINT (-87.637615986956 41.790752210037)
20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/22/2019 07:25:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2,W,TERMINAL ST,1652,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,7,7,6,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",01/16/2021 04:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3047,W,GUNNISON ST,1713,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,1,41.969277061,-87.705487598,POINT (-87.705487597987 41.969277061011)
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",02/15/2019 05:45:00 PM,NOT APPLICABLE,NOT APPLICABLE,2828,N,PULASKI RD,2523,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,6,2,41.932604222,-87.727148226,POINT (-87.727148226037 41.932604221966)
20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,03/08/2022 01:30:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2859,W,CHICAGO AVE,1221,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,3,41.895527078,-87.699098183,POINT (-87.699098182975 41.895527077955)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,09/22/2016 07:10:00 PM,IMPROPER BACKING,NOT APPLICABLE,2800,N,KIMBALL AVE,1412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,9,,,
